TIME,EC:1,LHY:1,ZTL:1,PRR9:1,TOC1:1,Light:1
6.84,0.179919,0.258437,0.941358,0.988126,0.18134,1.21804
6.86,0.17945,0.26015,0.943173,0.989698,0.180852,1.22315
6.88,0.179042,0.262428,0.944851,0.99029,0.180425,1.22825
6.9,0.17849,0.26181,0.945846,0.990656,0.179854,1.23334
6.92,0.17614,0.262422,0.947093,0.991579,0.177471,1.23843
6.94,0.175382,0.260119,0.946169,0.990395,0.176692,1.24351
6.96,0.175936,0.260591,0.945989,0.989232,0.177235,1.24859
6.98,0.175591,0.258278,0.948277,0.991194,0.176872,1.25366
7,0.173431,0.259365,0.948066,0.990228,0.174683,1.25872
7.02,0.172669,0.261943,0.949004,0.990669,0.173901,1.26377
7.04,0.170883,0.262792,0.94852,0.989945,0.172088,1.26882
7.06,0.170772,0.264385,0.949386,0.990239,0.171962,1.27386
7.08,0.169147,0.266331,0.94925,0.989379,0.170312,1.27889
7.1,0.170773,0.270788,0.951355,0.990686,0.171936,1.28392
7.12,0.171136,0.27323,0.952164,0.9909,0.172288,1.28893
7.14,0.170086,0.273304,0.954745,0.993024,0.171217,1.29394
7.16,0.168727,0.277016,0.956001,0.993571,0.169836,1.29894
7.18,0.168456,0.276924,0.956397,0.993729,0.16955,1.30393
7.2,0.166538,0.273456,0.955776,0.992837,0.167607,1.30892
7.22,0.165493,0.279599,0.957534,0.993655,0.166543,1.31389
7.24,0.164483,0.278379,0.957589,0.993439,0.165513,1.31886
7.26,0.162481,0.279873,0.958471,0.993946,0.163486,1.32382
7.28,0.160994,0.280071,0.96003,0.995458,0.161978,1.32877
7.3,0.161326,0.277942,0.96085,0.995817,0.162299,1.33371
7.32,0.160523,0.283175,0.960862,0.994971,0.16148,1.33864
7.34,0.161577,0.28595,0.961241,0.994609,0.162529,1.34356
7.36,0.162294,0.288313,0.963841,0.996437,0.163238,1.34847
7.38,0.160357,0.289517,0.96537,0.997478,0.161278,1.35338
7.4,0.159985,0.290245,0.966181,0.998093,0.160893,1.35827
7.42,0.158345,0.290719,0.967405,0.998614,0.159232,1.36315
7.44,0.157784,0.29465,0.968851,0.999497,0.158657,1.36803
7.46,0.157621,0.294896,0.968603,0.998419,0.158482,1.37289
7.48,0.155618,0.29423,0.968176,0.997709,0.156457,1.37774
7.5,0.157031,0.297925,0.970275,0.999258,0.157867,1.38259
7.52,0.155493,0.300487,0.969769,0.998232,0.15631,1.38742
7.54,0.153866,0.298784,0.970017,0.998224,0.154664,1.39224
7.56,0.153824,0.297943,0.970125,0.997885,0.154612,1.39705
7.58,0.153733,0.298662,0.972554,0.999593,0.15451,1.40185
